Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3210,40,Female,Belt,Accessories,25.0,Indiana,M,Red,Spring,4.2,No,Store Pickup,No,No,2,PayPal,Monthly
4219,49,Female,Sandals,Footwear,74.0,Nevada,S,Silver,Summer,3.9,Yes,Express,No,No,9,Bank Transfer,Fortnightly
3151,27,Female,Shirt,Clothing,35.0,Georgia,M,Olive,Fall,3.9,Yes,Free Shipping,No,No,38,Credit Card,Bi-Weekly
1528,58,Female,Pants,Clothing,82.0,Tennessee,L,Peach,Fall,4.5,No,Express,No,No,1,Venmo,Annually
3273,62,Female,Scarf,Accessories,43.0,Alaska,L,Black,Summer,4.1,Yes,Store Pickup,No,No,53,PayPal,Monthly
2244,43,Female,Sneakers,Footwear,78.0,Wyoming,L,Violet,Fall,4.4,Yes,Standard,Yes,Yes,62,Credit Card,Every 3 Months
4415,59,Male,Sweater,Clothing,62.0,Michigan,M,Turquoise,Summer,3.7,No,2-Day Shipping,Yes,Yes,1,PayPal,Annually
2766,52,Female,Dress,Clothing,96.0,California,XL,Peach,Summer,4.1,Yes,Express,Yes,Yes,37,PayPal,Monthly
3882,62,Female,Sandals,Footwear,53.0,Nevada,S,Purple,Spring,3.8,Yes,Standard,No,No,45,Venmo,Weekly
333,53,Female,Shorts,Clothing,41.0,Colorado,M,Magenta,Summer,3.7,Yes,Store Pickup,No,No,54,Debit Card,Every 3 Months
2834,22,Male,Boots,Footwear,99.0,Oregon,XL,Charcoal,Winter,3.9,No,Free Shipping,No,No,9,Bank Transfer,Quarterly
2550,37,Male,Boots,Footwear,101.0,Arkansas,L,Beige,Fall,4.0,No,Store Pickup,No,No,7,Cash,Every 3 Months
1708,61,Female,Boots,Footwear,112.0,Florida,L,Gray,Fall,4.4,No,Express,No,No,10,Cash,Monthly
816,51,Female,Dress,Clothing,55.0,Tennessee,L,Beige,Fall,3.7,No,Store Pickup,No,No,5,Credit Card,Monthly
1697,64,Female,Shoes,Footwear,56.0,Tennessee,L,Red,Fall,4.3,Yes,Free Shipping,Yes,Yes,20,Credit Card,Quarterly
522,39,Female,Dress,Clothing,107.0,New York,S,Green,Spring,3.3,Yes,Next Day Air,No,No,44,Credit Card,Monthly
1468,39,Male,Handbag,Accessories,83.0,Missouri,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Bi-Weekly
2644,50,Female,Blouse,Clothing,57.0,Virginia,M,Red,Spring,3.7,No,Store Pickup,Yes,Yes,25,Credit Card,Annually
1655,28,Female,Gloves,Accessories,41.0,Indiana,S,Cyan,Spring,4.2,Yes,Next Day Air,No,No,46,Credit Card,Monthly
1521,55,Male,Shirt,Clothing,26.0,South Dakota,M,Charcoal,Fall,4.2,No,Express,Yes,No,8,Cash,Annually
4222,41,Female,Socks,Clothing,30.0,New York,S,Lavender,Winter,3.8,Yes,Store Pickup,No,No,48,PayPal,Weekly
917,68,Male,Shoes,Footwear,90.0,Pennsylvania,L,Gray,Winter,4.3,Yes,Next Day Air,Yes,Yes,7,PayPal,Bi-Weekly
1386,33,Female,Jewelry,Accessories,,Indiana,L,Black,Summer,4.7,No,Standard,No,No,2,PayPal,Quarterly
3168,59,Female,Jewelry,Accessories,97.0,Delaware,M,Red,Spring,5.0,Yes,Express,No,No,65,Bank Transfer,Weekly
2840,19,Female,Backpack,Accessories,66.0,Connecticut,L,Yellow,Winter,4.1,No,Free Shipping,No,No,4,Credit Card,Quarterly
97,40,Female,Shirt,Clothing,39.0,Alabama,XL,Charcoal,Fall,3.8,No,Standard,No,No,7,Credit Card,Annually
1990,37,Female,Shorts,Clothing,36.0,Wisconsin,L,Maroon,Winter,4.2,No,Standard,No,No,6,PayPal,Monthly
3739,18,Female,Skirt,Clothing,69.0,Michigan,L,Maroon,Spring,4.4,Yes,Express,No,No,11,Venmo,Quarterly
2596,60,Male,Coat,Outerwear,88.0,South Dakota,M,Pink,Summer,4.8,No,Store Pickup,Yes,Yes,21,Cash,Monthly
2815,40,Male,Hoodie,Clothing,61.0,Wyoming,S,Pink,Spring,4.1,No,Free Shipping,No,No,4,Credit Card,Every 3 Months
3995,24,Male,Socks,Clothing,12.0,Texas,XL,Yellow,Spring,3.6,No,Store Pickup,Yes,Yes,4,Credit Card,Monthly
3754,62,Female,Socks,Clothing,32.0,Virginia,S,Beige,Spring,3.4,Yes,Store Pickup,Yes,No,71,Debit Card,Monthly
4590,47,Female,Gloves,Accessories,20.0,Oklahoma,M,Green,Winter,3.4,No,Store Pickup,No,No,8,Cash,Monthly
3967,43,Female,Sweater,Clothing,78.0,North Dakota,M,Indigo,Winter,4.1,Yes,Standard,Yes,Yes,40,Cash,Weekly
36,30,Male,Shoes,Footwear,74.0,Idaho,L,Teal,Winter,4.0,No,2-Day Shipping,Yes,Yes,4,Debit Card,Annually
706,18,Male,Sweater,Clothing,51.0,North Carolina,S,Brown,Fall,4.1,No,Free Shipping,No,No,9,Debit Card,Weekly
2311,21,Male,Scarf,Accessories,24.0,Hawaii,S,Peach,Spring,4.4,No,2-Day Shipping,No,No,2,Debit Card,Annually
24,44,Male,Pants,Clothing,40.0,West Virginia,S,Black,Fall,4.3,No,Free Shipping,No,No,7,Venmo,Every 3 Months
2053,59,Male,Jeans,Clothing,54.0,Minnesota,M,Peach,Summer,4.1,Yes,Next Day Air,Yes,Yes,12,Cash,Bi-Weekly
2674,69,Male,Dress,Clothing,78.0,Tennessee,M,Gray,Summer,4.3,Yes,Next Day Air,No,No,33,PayPal,Bi-Weekly
1369,24,Female,Shorts,Clothing,27.0,Hawaii,L,Teal,Spring,4.0,No,Free Shipping,Yes,Yes,9,Debit Card,Monthly
2730,40,Male,Sandals,Footwear,54.0,Colorado,XL,Purple,Summer,3.7,No,2-Day Shipping,Yes,Yes,11,Debit Card,Quarterly
3665,54,Female,Sneakers,Footwear,60.0,Georgia,L,Silver,Winter,4.4,No,2-Day Shipping,Yes,Yes,25,Venmo,Quarterly
3642,63,Male,Socks,Clothing,17.0,Michigan,L,White,Fall,3.8,Yes,Next Day Air,No,No,34,Venmo,Fortnightly
2192,55,Male,Backpack,Accessories,82.0,Missouri,M,Green,Winter,3.9,No,Store Pickup,Yes,Yes,5,Bank Transfer,Quarterly
374,70,Female,Scarf,Accessories,,North Dakota,S,Blue,Winter,4.1,Yes,Standard,No,No,39,Cash,Every 3 Months
3574,39,Female,Shoes,Footwear,62.0,West Virginia,M,Indigo,Summer,3.7,Yes,Express,No,No,53,PayPal,Monthly
1,52,Female,Hoodie,Clothing,62.0,Texas,M,Gold,Spring,4.0,No,Express,Yes,Yes,1,Credit Card,Bi-Weekly
778,60,Male,Shirt,Clothing,46.0,North Dakota,M,Brown,Summer,4.2,No,2-Day Shipping,No,No,6,Debit Card,Monthly
3553,25,Male,Sunglasses,Accessories,43.0,New York,M,Beige,Winter,4.4,No,Free Shipping,No,No,7,Venmo,Annually
3708,19,Female,Hat,Accessories,27.0,Massachusetts,S,Pink,Spring,3.9,Yes,Next Day Air,Yes,No,70,PayPal,Monthly
1891,28,Male,Hoodie,Clothing,53.0,Massachusetts,S,Maroon,Winter,4.2,No,Free Shipping,No,No,64,Cash,Quarterly
4425,39,Female,Jewelry,Accessories,154.0,Missouri,S,Green,Summer,4.5,No,Free Shipping,Yes,Yes,4,Cash,Fortnightly
3019,52,Male,Backpack,Accessories,74.0,Mississippi,M,White,Winter,4.1,No,Express,No,No,6,Credit Card,Every 3 Months
2213,61,Male,Jeans,Clothing,70.0,Michigan,L,Indigo,Spring,3.9,Yes,Standard,Yes,Yes,30,Cash,Monthly
3181,69,Female,T-shirt,Clothing,24.0,South Carolina,M,Silver,Summer,3.8,Yes,Free Shipping,Yes,Yes,4,PayPal,Quarterly
939,69,Female,Handbag,Accessories,208.0,Michigan,M,Blue,Summer,4.7,Yes,Express,No,Yes,40,Debit Card,Monthly
2187,53,Female,T-shirt,Clothing,41.0,New Jersey,L,Maroon,Spring,4.3,No,2-Day Shipping,Yes,No,5,Debit Card,Quarterly
3518,38,Male,Dress,Clothing,85.0,Kansas,M,Peach,Spring,4.4,Yes,Next Day Air,No,No,69,PayPal,Monthly
2536,36,Male,Jacket,Outerwear,93.0,Texas,L,Olive,Winter,4.4,No,Standard,No,No,10,Debit Card,Monthly
2220,66,Male,Scarf,Accessories,45.0,Kentucky,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,42,Debit Card,Weekly
4277,56,Female,Handbag,Accessories,,Alaska,M,Turquoise,Winter,4.3,Yes,Free Shipping,No,No,53,Debit Card,Bi-Weekly
4444,66,Female,Shirt,Clothing,24.0,New Hampshire,XL,Silver,Spring,4.0,No,Store Pickup,No,No,3,PayPal,Monthly
2374,25,Male,Socks,Clothing,12.0,Tennessee,S,Blue,Summer,3.3,No,Standard,No,No,6,Cash,Monthly
1222,51,Female,T-shirt,Clothing,47.0,Illinois,L,Violet,Fall,3.9,No,2-Day Shipping,No,No,8,Venmo,Every 3 Months
1161,25,Female,Boots,Footwear,84.0,Nebraska,M,Cyan,Fall,4.6,No,Store Pickup,Yes,Yes,7,Cash,Annually
1740,51,Male,Hat,Accessories,43.0,Maryland,S,Peach,Fall,3.4,Yes,Express,No,No,69,Credit Card,Monthly
485,47,Female,Sunglasses,Accessories,88.0,Delaware,L,Pink,Winter,3.9,No,2-Day Shipping,Yes,Yes,22,Credit Card,Weekly
1184,20,Female,Shirt,Clothing,44.0,Iowa,L,Gray,Summer,3.7,No,Store Pickup,No,No,8,Venmo,Monthly
1528,58,Female,Gloves,Accessories,31.0,Tennessee,S,Gold,Winter,4.1,No,Express,No,No,3,Credit Card,Annually
1559,36,Female,Sunglasses,Accessories,46.0,Ohio,S,Charcoal,Winter,3.8,No,2-Day Shipping,No,No,6,Cash,Monthly
3662,57,Male,Hat,Accessories,39.0,Georgia,M,Orange,Spring,3.9,No,Standard,Yes,No,7,Credit Card,Monthly
1629,56,Female,Jeans,Clothing,104.0,California,L,Magenta,Spring,3.6,Yes,Standard,No,No,59,Bank Transfer,Monthly
863,42,Male,Jeans,Clothing,55.0,Pennsylvania,M,Brown,Summer,4.2,Yes,2-Day Shipping,No,No,3,Debit Card,Quarterly
1394,40,Female,Blouse,Clothing,64.0,Kansas,M,Blue,Fall,4.5,No,Express,No,No,1,PayPal,Annually
3037,20,Male,Belt,Accessories,40.0,Minnesota,M,Beige,Summer,3.9,No,Store Pickup,No,No,9,Bank Transfer,Annually
2752,40,Female,Jewelry,Accessories,102.0,South Carolina,S,Turquoise,Summer,4.8,No,Express,Yes,Yes,8,Venmo,Quarterly
2163,35,Female,Sweater,Clothing,91.0,Alaska,S,Peach,Summer,3.7,Yes,2-Day Shipping,No,No,11,PayPal,Quarterly
1347,29,Male,Skirt,Clothing,50.0,Indiana,L,Green,Spring,3.9,No,Store Pickup,No,No,68,Cash,Monthly
410,38,Female,Sunglasses,Accessories,47.0,Kentucky,S,Teal,Winter,3.8,Yes,Store Pickup,Yes,No,41,PayPal,Every 3 Months
2133,70,Female,Belt,Accessories,31.0,Vermont,S,Charcoal,Summer,3.9,Yes,Standard,No,No,56,PayPal,Bi-Weekly
1871,35,Female,Blouse,Clothing,46.0,Iowa,L,Maroon,Winter,3.9,No,2-Day Shipping,No,No,7,Cash,Monthly
2523,42,Female,Hoodie,Clothing,100.0,Iowa,L,Magenta,Winter,4.1,Yes,Standard,No,No,13,Bank Transfer,Fortnightly
1341,20,Female,Hoodie,Clothing,84.0,Georgia,M,Magenta,Spring,3.9,No,Express,No,No,20,Credit Card,Weekly
915,56,Male,Pants,Clothing,89.0,Alaska,M,Indigo,Fall,4.2,Yes,Next Day Air,Yes,No,43,Bank Transfer,Weekly
1222,51,Female,Boots,Footwear,75.0,Illinois,S,White,Summer,4.0,No,Free Shipping,No,No,7,Credit Card,Every 3 Months
4036,29,Male,Sweater,Clothing,59.0,Rhode Island,S,Brown,Summer,4.0,No,Express,No,No,14,Credit Card,Monthly
370,46,Female,Belt,Accessories,49.0,Idaho,XL,Pink,Spring,3.6,No,Standard,Yes,Yes,5,Credit Card,Monthly
1533,47,Female,T-shirt,Clothing,25.0,Hawaii,L,Gold,Summer,4.6,No,Store Pickup,Yes,Yes,2,Venmo,Quarterly
538,25,Male,Shorts,Clothing,34.0,Vermont,S,Pink,Fall,4.5,Yes,Store Pickup,No,No,29,Venmo,Fortnightly
2461,42,Male,Boots,Footwear,125.0,Rhode Island,M,Lavender,Winter,4.0,No,Standard,Yes,Yes,1,Venmo,Every 3 Months
374,70,Female,Coat,Outerwear,164.0,North Dakota,XL,Purple,Fall,4.8,Yes,Express,Yes,Yes,41,PayPal,Every 3 Months
1061,64,Male,Sunglasses,Accessories,100.0,New York,S,Turquoise,Fall,4.0,No,2-Day Shipping,No,No,5,PayPal,Quarterly
3480,46,Female,Dress,Clothing,58.0,Texas,M,Maroon,Winter,4.5,Yes,Free Shipping,No,No,11,Credit Card,Annually
1264,59,Female,Backpack,Accessories,73.0,Virginia,S,Red,Winter,4.0,No,Store Pickup,No,No,9,Credit Card,Bi-Weekly
4489,61,Female,Coat,Outerwear,180.0,Illinois,L,Orange,Winter,4.5,Yes,2-Day Shipping,No,No,69,Bank Transfer,Monthly
1101,25,Female,Sweater,Clothing,91.0,Indiana,S,Green,Winter,4.9,Yes,Next Day Air,Yes,No,37,Cash,Weekly
1364,57,Female,Shirt,Clothing,40.0,Kansas,L,Indigo,Winter,4.4,Yes,Free Shipping,Yes,Yes,23,PayPal,Monthly
1833,47,Female,Shoes,Footwear,119.0,West Virginia,L,Charcoal,Winter,4.0,Yes,Next Day Air,No,No,41,Debit Card,Fortnightly
1247,35,Male,Boots,Footwear,85.0,Montana,XL,Magenta,Spring,4.4,Yes,Store Pickup,No,No,17,Credit Card,Fortnightly
1624,42,Male,Shirt,Clothing,44.0,New Mexico,XL,Brown,Fall,3.6,No,Express,Yes,Yes,14,Cash,Monthly
998,36,Female,Dress,Clothing,108.0,Pennsylvania,XL,Silver,Winter,4.1,Yes,Standard,Yes,Yes,26,Credit Card,Bi-Weekly
3325,46,Female,Belt,Accessories,43.0,Oklahoma,S,Yellow,Summer,3.8,No,Free Shipping,No,No,13,Cash,Quarterly
3452,55,Male,Shoes,Footwear,77.0,Oregon,L,Silver,Winter,4.0,Yes,Store Pickup,Yes,No,18,PayPal,Bi-Weekly
335,37,Female,Pants,Clothing,69.0,Pennsylvania,L,White,Spring,2.9,Yes,Standard,No,No,33,Cash,Weekly
3695,19,Male,Coat,Outerwear,124.0,Illinois,L,Silver,Summer,4.6,Yes,Free Shipping,No,No,60,Cash,Monthly
2307,24,Male,Jewelry,Accessories,67.0,Wyoming,L,Charcoal,Spring,,No,Store Pickup,Yes,Yes,0,Venmo,Monthly
3545,60,Female,Shoes,Footwear,79.0,Alabama,XL,Beige,Spring,4.3,Yes,Free Shipping,No,No,20,Venmo,Quarterly
1415,53,Female,Sneakers,Footwear,79.0,Arkansas,XL,Teal,Winter,4.6,No,Store Pickup,Yes,Yes,7,Debit Card,Bi-Weekly
3790,65,Male,Hoodie,Clothing,81.0,New Jersey,L,Cyan,Winter,3.5,Yes,Store Pickup,No,No,35,Cash,Bi-Weekly
2040,22,Female,Sweater,Clothing,72.0,Washington,L,Pink,Spring,3.7,No,Standard,No,No,6,PayPal,Bi-Weekly
4524,65,Female,Backpack,Accessories,64.0,Colorado,S,Olive,Fall,4.2,Yes,Store Pickup,Yes,Yes,31,Debit Card,Every 3 Months
2598,57,Male,Sneakers,Footwear,93.0,Florida,L,Orange,Summer,3.9,Yes,2-Day Shipping,No,No,56,Debit Card,Bi-Weekly
1309,34,Male,Boots,Footwear,90.0,Washington,L,Peach,Winter,4.1,No,Express,No,No,4,Debit Card,Annually
3352,45,Female,Boots,Footwear,140.0,Indiana,XL,Brown,Spring,4.1,No,Express,No,No,57,Debit Card,Monthly
4498,23,Female,Shirt,Clothing,58.0,Missouri,XL,Charcoal,Summer,4.7,Yes,Standard,No,No,37,Credit Card,Monthly
1956,32,Female,Hat,Accessories,30.0,North Dakota,S,Peach,Summer,4.0,No,Next Day Air,Yes,Yes,7,Cash,Quarterly
2212,69,Male,Coat,Outerwear,166.0,Connecticut,M,White,Winter,4.6,Yes,Express,No,No,66,PayPal,Weekly
967,54,Male,Shirt,Clothing,52.0,North Carolina,S,Turquoise,Winter,4.0,Yes,Standard,No,No,24,Cash,Bi-Weekly
2685,37,Male,Handbag,Accessories,117.0,Hawaii,M,Red,Summer,4.5,Yes,Free Shipping,Yes,No,72,Credit Card,Bi-Weekly
2534,62,Male,Shoes,Footwear,92.0,Arizona,XL,Magenta,Winter,4.6,Yes,Free Shipping,Yes,Yes,68,Cash,Quarterly
787,61,Female,Sneakers,Footwear,37.0,Arkansas,M,Brown,Spring,3.7,Yes,Standard,No,No,0,Venmo,Fortnightly
4,30,Female,Boots,Footwear,68.0,New Hampshire,XL,Violet,Fall,4.3,No,Express,No,No,10,Venmo,Quarterly
1049,54,Male,Skirt,Clothing,70.0,Florida,S,Orange,Summer,4.1,Yes,Express,Yes,Yes,58,Debit Card,Monthly
2858,40,Male,Sunglasses,Accessories,57.0,Louisiana,M,Blue,Fall,4.2,No,Store Pickup,Yes,Yes,27,Cash,Bi-Weekly
2999,41,Male,Blouse,Clothing,35.0,Kansas,M,Silver,Winter,4.1,Yes,Next Day Air,No,No,36,Cash,Weekly
680,48,Male,Sunglasses,Accessories,42.0,Kansas,M,Yellow,Winter,3.8,No,Express,Yes,Yes,23,Venmo,Bi-Weekly
3748,31,Female,Handbag,Accessories,83.0,Florida,M,Green,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Monthly
2515,37,Male,Sweater,Clothing,63.0,Florida,M,Silver,Winter,4.3,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
80,62,Male,Jeans,Clothing,54.0,Vermont,M,Charcoal,Summer,4.1,No,Next Day Air,Yes,Yes,9,Credit Card,Quarterly
1983,54,Male,Jeans,Clothing,93.0,Florida,M,Magenta,Spring,4.0,Yes,Express,No,No,17,Cash,Monthly
3573,49,Male,Scarf,Accessories,38.0,Alabama,XL,Beige,Winter,4.6,Yes,Standard,Yes,No,2,Bank Transfer,Monthly
1228,45,Male,Sneakers,Footwear,71.0,Texas,M,Charcoal,Winter,4.2,No,Standard,No,No,7,Credit Card,Monthly
4558,20,Female,Coat,Outerwear,172.0,North Carolina,M,Silver,Spring,4.5,No,Store Pickup,No,No,5,Bank Transfer,Monthly
2578,50,Male,Gloves,Accessories,17.0,Georgia,S,Maroon,Winter,,No,Standard,No,No,7,Cash,Quarterly
4557,49,Female,Dress,Clothing,97.0,Louisiana,L,Red,Spring,4.1,No,Free Shipping,No,No,8,Bank Transfer,Monthly
2810,66,Female,Jewelry,Accessories,142.0,Montana,S,Orange,Fall,4.5,Yes,Express,Yes,No,41,Cash,Fortnightly
3418,51,Female,Jewelry,Accessories,101.0,Georgia,S,Olive,Summer,4.5,No,Free Shipping,Yes,Yes,4,Debit Card,Every 3 Months
988,61,Male,Dress,Clothing,56.0,Kentucky,L,Blue,Spring,,Yes,Standard,No,No,48,Bank Transfer,Bi-Weekly
3047,42,Female,Jewelry,Accessories,109.0,Tennessee,L,Purple,Summer,4.0,No,Standard,No,No,4,Credit Card,Every 3 Months
3530,51,Male,Jacket,Outerwear,133.0,Maine,XL,Lavender,Winter,4.3,No,Free Shipping,No,No,4,Venmo,Quarterly
3140,48,Male,Sneakers,Footwear,105.0,Hawaii,M,Violet,Winter,4.2,Yes,Store Pickup,No,No,37,Credit Card,Monthly
2068,60,Male,Hoodie,Clothing,107.0,South Carolina,XL,Gold,Winter,3.9,No,Free Shipping,Yes,Yes,6,Bank Transfer,Bi-Weekly
4046,23,Female,Handbag,Accessories,112.0,Kansas,S,Magenta,Winter,4.4,No,Free Shipping,Yes,Yes,21,Credit Card,Weekly
3704,61,Female,Socks,Clothing,17.0,Delaware,L,Lavender,Winter,3.5,No,Express,Yes,Yes,6,Venmo,Monthly
2973,36,Female,Sneakers,Footwear,107.0,Virginia,M,Olive,Spring,3.8,Yes,Standard,No,No,28,Venmo,Bi-Weekly
1660,36,Male,Pants,Clothing,45.0,North Carolina,M,Red,Summer,3.9,Yes,Free Shipping,Yes,No,18,Venmo,Weekly
3335,69,Male,Jacket,Outerwear,107.0,Utah,S,Silver,Spring,4.6,No,Next Day Air,No,No,0,Venmo,Quarterly
2877,60,Female,Belt,Accessories,38.0,South Carolina,M,Black,Spring,3.8,No,2-Day Shipping,Yes,Yes,5,Bank Transfer,Quarterly
1948,47,Female,Jewelry,Accessories,107.0,Nebraska,M,Magenta,Summer,4.8,No,Free Shipping,No,No,4,Credit Card,Quarterly
411,24,Female,Belt,Accessories,55.0,South Dakota,M,Orange,Spring,3.9,Yes,Store Pickup,No,No,63,PayPal,Monthly
2406,51,Female,Sunglasses,Accessories,36.0,Idaho,S,Olive,Fall,3.9,No,Free Shipping,No,No,5,Bank Transfer,Quarterly
3930,42,Male,Dress,Clothing,45.0,Alabama,L,Black,Spring,3.9,No,2-Day Shipping,Yes,No,7,Venmo,Quarterly
4723,46,Female,Boots,Footwear,102.0,Arkansas,L,Magenta,Summer,,Yes,Express,No,No,4,Cash,Every 3 Months
3693,70,Female,Sandals,Footwear,,Delaware,M,Red,Summer,3.5,No,Free Shipping,No,No,12,Debit Card,Monthly
1968,56,Female,Shorts,Clothing,55.0,Michigan,M,Indigo,Spring,4.3,Yes,2-Day Shipping,No,No,11,Credit Card,Monthly
4408,66,Female,Gloves,Accessories,25.0,Arizona,M,Violet,Winter,3.4,No,Store Pickup,No,No,0,Credit Card,Monthly
1695,68,Male,Sandals,Footwear,95.0,Pennsylvania,XL,Pink,Fall,3.4,No,Next Day Air,No,No,15,Venmo,Weekly
3587,40,Female,Sweater,Clothing,96.0,Hawaii,S,Lavender,Winter,3.9,No,Express,No,No,23,PayPal,Weekly
2722,46,Male,Hat,Accessories,32.0,South Carolina,XL,Violet,Spring,3.8,No,Express,Yes,Yes,7,PayPal,Annually
927,24,Female,Jewelry,Accessories,105.0,Michigan,L,Violet,Summer,4.6,No,Express,No,No,44,Credit Card,Quarterly
2114,59,Female,Sneakers,Footwear,82.0,Maine,L,Magenta,Spring,4.3,Yes,Store Pickup,Yes,Yes,70,PayPal,Weekly
1389,55,Female,Shorts,Clothing,30.0,Kentucky,M,Magenta,Winter,4.2,No,2-Day Shipping,No,No,8,Venmo,Quarterly
3009,26,Male,Shirt,Clothing,60.0,Colorado,L,Green,Fall,3.8,No,Free Shipping,No,No,26,PayPal,Bi-Weekly
4654,63,Female,Jeans,Clothing,42.0,Michigan,M,Turquoise,Fall,3.7,Yes,Next Day Air,No,No,29,Cash,Monthly
4060,21,Female,Sweater,Clothing,73.0,Rhode Island,S,Blue,Winter,3.5,No,Express,No,No,27,Venmo,Bi-Weekly
1229,62,Female,Sneakers,Footwear,91.0,Oregon,XL,Black,Fall,4.3,No,Express,No,No,36,Venmo,Fortnightly
4239,69,Female,Sunglasses,Accessories,58.0,Wyoming,L,Violet,Summer,4.1,Yes,Free Shipping,Yes,No,83,Bank Transfer,Quarterly
492,64,Male,Shirt,Clothing,63.0,South Carolina,XL,Pink,Summer,3.9,Yes,Store Pickup,No,No,73,PayPal,Bi-Weekly
2080,62,Male,Hoodie,Clothing,109.0,Texas,M,White,Winter,3.8,Yes,Express,No,No,35,Debit Card,Monthly
2369,54,Male,Belt,Accessories,32.0,Rhode Island,S,Lavender,Spring,3.3,No,2-Day Shipping,Yes,Yes,5,Debit Card,Quarterly
397,53,Female,Belt,Accessories,36.0,Wisconsin,M,Violet,Fall,3.6,No,Free Shipping,No,No,7,Cash,Monthly
508,46,Female,Dress,Clothing,74.0,New Mexico,M,White,Fall,4.2,No,2-Day Shipping,No,No,11,Debit Card,Annually
3133,19,Female,Boots,Footwear,131.0,Indiana,L,Cyan,Fall,4.7,No,Next Day Air,No,No,24,Cash,Quarterly
4747,52,Female,Backpack,Accessories,67.0,Hawaii,M,Peach,Summer,,Yes,2-Day Shipping,No,Yes,37,Credit Card,Monthly
3112,48,Male,Hat,Accessories,34.0,Illinois,M,Maroon,Winter,4.1,No,Next Day Air,Yes,Yes,7,PayPal,Annually
308,44,Female,Blouse,Clothing,78.0,Wisconsin,S,Yellow,Spring,3.9,Yes,2-Day Shipping,No,No,43,Credit Card,Monthly
2202,50,Male,Hoodie,Clothing,56.0,New York,XL,Beige,Fall,3.9,Yes,2-Day Shipping,No,No,4,Credit Card,Every 3 Months
1444,34,Male,Pants,Clothing,63.0,Oregon,S,Teal,Spring,3.7,No,Standard,Yes,Yes,10,PayPal,Quarterly
2858,40,Male,T-shirt,Clothing,30.0,Louisiana,S,Lavender,Summer,4.3,No,Store Pickup,Yes,Yes,24,Bank Transfer,Bi-Weekly
8,43,Male,Sunglasses,Accessories,47.0,West Virginia,M,Purple,Spring,4.2,No,Express,No,No,9,Bank Transfer,Quarterly
1122,65,Male,Shoes,Footwear,65.0,Wisconsin,M,White,Fall,4.3,Yes,Next Day Air,Yes,Yes,41,Cash,Annually
1568,54,Female,Jeans,Clothing,,Missouri,M,Yellow,Fall,3.8,No,Next Day Air,No,No,5,Bank Transfer,Annually
1394,40,Female,Sandals,Footwear,48.0,Kansas,L,Orange,Winter,3.3,No,2-Day Shipping,Yes,Yes,3,Bank Transfer,Annually
4337,54,Male,Belt,Accessories,66.0,New York,L,Orange,Spring,3.3,Yes,Express,Yes,Yes,53,Debit Card,Bi-Weekly
734,45,Female,Handbag,Accessories,154.0,Utah,M,Brown,Summer,4.8,Yes,Express,Yes,Yes,25,Debit Card,Fortnightly
3297,22,Female,Dress,Clothing,52.0,Illinois,XL,Turquoise,Fall,3.9,Yes,Standard,Yes,No,7,Bank Transfer,Bi-Weekly
337,33,Male,Coat,Outerwear,205.0,Idaho,M,Green,Fall,4.2,No,Next Day Air,No,No,44,Debit Card,Monthly
1339,48,Female,Belt,Accessories,,Kansas,M,Lavender,Winter,3.7,No,Free Shipping,No,No,4,Credit Card,Quarterly
2156,31,Male,T-shirt,Clothing,26.0,Kansas,S,Gold,Spring,4.1,Yes,2-Day Shipping,Yes,Yes,10,Cash,Fortnightly
3177,36,Female,Boots,Footwear,84.0,Arkansas,L,Maroon,Summer,4.5,No,Express,No,No,1,PayPal,Every 3 Months
2985,38,Female,Belt,Accessories,52.0,Washington,M,Magenta,Winter,4.0,No,Next Day Air,Yes,Yes,5,PayPal,Annually
4269,62,Male,Skirt,Clothing,51.0,Arkansas,L,Green,Winter,3.7,No,Store Pickup,No,No,7,Bank Transfer,Fortnightly
1831,22,Female,Dress,Clothing,46.0,Oklahoma,L,Peach,Summer,3.9,Yes,Standard,Yes,Yes,10,PayPal,Fortnightly
4222,41,Female,Handbag,Accessories,114.0,New York,M,Charcoal,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,46,Debit Card,Weekly
2203,54,Male,Belt,Accessories,87.0,South Carolina,M,Red,Summer,3.7,No,2-Day Shipping,No,No,46,Cash,Monthly
734,45,Female,Shirt,Clothing,47.0,Utah,L,Silver,Winter,4.2,Yes,Standard,Yes,Yes,27,Debit Card,Fortnightly
4500,46,Male,Boots,Footwear,113.0,New Mexico,M,Blue,Spring,4.4,No,Store Pickup,Yes,Yes,7,Debit Card,Quarterly
879,27,Male,Shirt,Clothing,,Alaska,XL,White,Spring,4.0,No,Store Pickup,Yes,Yes,22,Debit Card,Monthly
897,37,Female,Jeans,Clothing,66.0,New York,L,Red,Fall,4.1,No,Store Pickup,No,No,6,Cash,Quarterly
