customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
187,57,Male,Scarf,Accessories,51.0,New Jersey,L,Charcoal,Fall,4.4,No,Free Shipping,Yes,Yes,67,PayPal,Monthly,46-60,30
477,66,Female,Blouse,Clothing,53.0,South Dakota,XL,Indigo,Winter,3.9,No,Free Shipping,No,No,3,Venmo,Monthly,61+,30
2061,67,Male,Blouse,Clothing,45.0,Washington,L,Turquoise,Fall,4.2,Yes,Store Pickup,No,No,29,PayPal,Weekly,61+,7
411,24,Female,Belt,Accessories,57.0,South Dakota,S,Maroon,Fall,3.9,Yes,2-Day Shipping,No,No,64,Credit Card,Monthly,18-30,30
739,43,Female,Shoes,Footwear,70.0,Wisconsin,L,Orange,Spring,3.9,No,Free Shipping,No,No,4,Debit Card,Quarterly,31-45,90
3335,69,Male,Jeans,Clothing,58.0,Utah,S,Silver,Spring,4.0,No,Standard,No,No,2,Credit Card,Quarterly,61+,90
3745,36,Male,Dress,Clothing,79.0,Michigan,M,Turquoise,Summer,4.0,Yes,Standard,No,No,50,Credit Card,Bi-Weekly,31-45,14
619,63,Female,Shirt,Clothing,45.0,Rhode Island,S,Silver,Summer,4.0,Yes,Next Day Air,No,No,51,Debit Card,Quarterly,61+,90
919,60,Male,Handbag,Accessories,96.0,Hawaii,M,White,Summer,4.1,No,Store Pickup,No,No,22,Venmo,Quarterly,46-60,90
1107,67,Female,Handbag,Accessories,76.0,Oregon,S,White,Fall,4.5,No,Free Shipping,No,No,6,Bank Transfer,Quarterly,61+,90
3130,64,Female,Pants,Clothing,60.0,Indiana,L,Blue,Winter,3.9,No,Store Pickup,No,No,6,PayPal,Quarterly,61+,90
2070,49,Male,Shirt,Clothing,38.0,Kansas,M,Teal,Summer,4.3,Yes,Express,No,No,48,Cash,Bi-Weekly,46-60,14
1538,26,Male,Belt,Accessories,30.0,Alabama,S,Pink,Fall,3.5,No,2-Day Shipping,Yes,Yes,13,Debit Card,Quarterly,18-30,90
3675,51,Female,Pants,Clothing,58.0,Delaware,XL,Violet,Fall,4.5,No,Next Day Air,Yes,Yes,45,Cash,Weekly,46-60,7
3565,39,Male,Shorts,Clothing,45.0,Arizona,L,Magenta,Summer,4.1,No,Store Pickup,Yes,Yes,21,Debit Card,Every 3 Months,31-45,90
4711,60,Male,Sweater,Clothing,52.0,Montana,M,Lavender,Winter,4.2,Yes,Express,No,No,22,Credit Card,Monthly,46-60,30
4276,55,Male,Sweater,Clothing,60.0,New Jersey,L,Maroon,Summer,4.0,No,Free Shipping,No,No,1,Debit Card,Monthly,46-60,30
3700,30,Female,Shoes,Footwear,83.0,Louisiana,XL,Maroon,Summer,4.2,Yes,2-Day Shipping,Yes,No,28,Credit Card,Monthly,18-30,30
1839,36,Male,Handbag,Accessories,62.0,California,XL,Cyan,Spring,4.2,Yes,Express,No,No,25,Cash,Weekly,31-45,7
1167,45,Male,Handbag,Accessories,178.0,Illinois,S,Purple,Fall,4.2,No,Standard,Yes,Yes,10,Debit Card,Quarterly,31-45,90
4635,25,Female,Dress,Clothing,48.0,Alabama,L,Gold,Summer,4.2,No,2-Day Shipping,Yes,Yes,4,Venmo,Annually,18-30,365
1278,35,Female,Belt,Accessories,44.0,New Hampshire,M,Magenta,Summer,3.5,No,Free Shipping,No,No,9,PayPal,Quarterly,31-45,90
2940,25,Female,Pants,Clothing,64.0,South Carolina,L,Green,Spring,4.1,No,Free Shipping,Yes,Yes,11,Bank Transfer,Every 3 Months,18-30,90
915,56,Male,Coat,Outerwear,154.0,Alaska,L,White,Winter,4.3,Yes,Standard,No,No,41,Credit Card,Weekly,46-60,7
129,21,Female,Jewelry,Accessories,153.0,Arizona,L,Olive,Winter,4.4,No,Free Shipping,Yes,Yes,32,Bank Transfer,Monthly,18-30,30
3167,46,Male,Jewelry,Accessories,125.0,New Jersey,S,Maroon,Summer,4.4,Yes,Store Pickup,No,No,3,Venmo,Monthly,46-60,30
2380,51,Male,Dress,Clothing,61.0,Rhode Island,S,Beige,Fall,3.9,No,Express,No,No,1,PayPal,Annually,46-60,365
2253,31,Female,Coat,Outerwear,79.0,Alaska,L,Violet,Spring,4.4,No,Next Day Air,No,No,7,PayPal,Quarterly,31-45,90
2053,59,Male,Shoes,Footwear,91.0,Minnesota,M,Pink,Summer,4.4,Yes,Next Day Air,Yes,Yes,11,Credit Card,Bi-Weekly,46-60,14
3022,37,Female,Jewelry,Accessories,141.0,Alabama,M,Pink,Summer,5.0,Yes,Express,No,No,60,Bank Transfer,Monthly,31-45,30
2368,41,Female,Coat,Outerwear,78.0,Idaho,XL,White,Fall,4.2,No,Free Shipping,Yes,Yes,6,PayPal,Monthly,31-45,30
215,39,Male,Sweater,Clothing,95.0,Arkansas,L,White,Fall,3.5,No,Express,No,No,47,Debit Card,Weekly,31-45,7
2369,54,Male,Jeans,Clothing,53.0,Rhode Island,S,Olive,Spring,3.9,No,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,46-60,90
3509,62,Male,Jacket,Outerwear,75.0,New Hampshire,M,Orange,Spring,4.7,No,Free Shipping,No,No,3,Cash,Every 3 Months,61+,90
3521,56,Female,Jewelry,Accessories,116.0,Wisconsin,S,Indigo,Spring,4.7,No,Standard,No,No,4,Bank Transfer,Annually,46-60,365
3250,54,Female,Skirt,Clothing,60.0,New Jersey,L,Gray,Spring,3.8,No,Free Shipping,No,No,11,Bank Transfer,Monthly,46-60,30
826,53,Male,Sneakers,Footwear,83.0,Minnesota,XL,Black,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,6,Bank Transfer,Annually,46-60,365
2235,23,Male,Shirt,Clothing,44.0,Minnesota,M,Red,Summer,3.4,No,Express,Yes,Yes,3,Venmo,Quarterly,18-30,90
2467,33,Female,Jeans,Clothing,66.0,Maryland,XL,Green,Winter,3.8,Yes,2-Day Shipping,No,No,13,Credit Card,Monthly,31-45,30
4018,61,Female,Skirt,Clothing,40.0,Indiana,L,Blue,Summer,4.3,No,Express,No,No,3,Debit Card,Monthly,61+,30
741,39,Male,Handbag,Accessories,183.0,New Jersey,M,Lavender,Spring,4.7,Yes,Next Day Air,Yes,No,16,Credit Card,Monthly,31-45,30
873,41,Female,Jewelry,Accessories,80.0,Kansas,M,Teal,Fall,4.5,No,2-Day Shipping,Yes,No,8,Debit Card,Monthly,31-45,30
3915,31,Female,Belt,Accessories,53.0,Pennsylvania,S,Black,Spring,3.8,No,2-Day Shipping,No,No,8,Bank Transfer,Annually,31-45,365
3818,25,Female,Dress,Clothing,84.0,Iowa,S,Indigo,Winter,4.3,No,Next Day Air,Yes,Yes,44,Credit Card,Quarterly,18-30,90
2572,60,Female,Hat,Accessories,36.0,Maine,M,Magenta,Summer,4.1,No,2-Day Shipping,No,No,13,PayPal,Fortnightly,46-60,14
3123,44,Male,Hat,Accessories,27.0,North Carolina,S,Peach,Winter,3.9,No,Store Pickup,No,No,9,Venmo,Every 3 Months,31-45,90
645,41,Male,Jacket,Outerwear,96.0,Hawaii,L,Magenta,Summer,4.4,No,2-Day Shipping,No,No,15,Cash,Annually,31-45,365
2083,59,Male,Boots,Footwear,111.0,California,M,Peach,Fall,4.5,No,Standard,No,No,12,PayPal,Monthly,46-60,30
2143,68,Female,Jewelry,Accessories,96.0,Arizona,S,Peach,Summer,4.8,Yes,2-Day Shipping,No,No,44,Bank Transfer,Monthly,61+,30
4550,28,Male,T-shirt,Clothing,32.0,Maryland,L,Charcoal,Summer,3.8,No,Next Day Air,Yes,Yes,23,Bank Transfer,Weekly,18-30,7
3077,35,Male,Coat,Outerwear,113.0,Wyoming,L,Lavender,Summer,4.5,No,Store Pickup,Yes,Yes,6,Bank Transfer,Weekly,31-45,7
4214,35,Female,Boots,Footwear,79.0,Kentucky,L,Cyan,Fall,3.9,No,Standard,No,No,6,Cash,Quarterly,31-45,90
2848,59,Female,Gloves,Accessories,29.0,Montana,M,Purple,Spring,3.4,No,Free Shipping,No,No,7,Debit Card,Annually,46-60,365
4418,29,Female,Scarf,Accessories,31.0,Montana,S,Brown,Fall,4.1,No,Standard,No,No,58,Debit Card,Weekly,18-30,7
2585,67,Male,Socks,Clothing,19.0,New Hampshire,M,Pink,Fall,3.8,No,2-Day Shipping,Yes,Yes,9,Bank Transfer,Quarterly,61+,90
2366,49,Male,Boots,Footwear,105.0,Virginia,XL,Peach,Spring,4.2,No,Express,No,No,4,PayPal,Weekly,46-60,7
3457,59,Male,Socks,Clothing,16.0,Vermont,L,Red,Fall,3.3,No,Free Shipping,No,No,8,Venmo,Quarterly,46-60,90
3219,19,Female,Blouse,Clothing,41.0,Pennsylvania,S,Purple,Winter,4.2,Yes,Store Pickup,No,No,60,PayPal,Monthly,18-30,30
2468,25,Male,T-shirt,Clothing,34.0,Massachusetts,S,Blue,Summer,3.8,No,Free Shipping,No,No,6,Venmo,Weekly,18-30,7
2745,53,Female,Skirt,Clothing,50.0,Connecticut,L,Turquoise,Summer,3.6,No,Store Pickup,Yes,Yes,13,Venmo,Quarterly,46-60,90
3928,39,Male,Hat,Accessories,26.0,Pennsylvania,S,Charcoal,Winter,3.9,No,Free Shipping,Yes,Yes,15,PayPal,Bi-Weekly,31-45,14
4574,32,Male,Shorts,Clothing,38.0,Minnesota,L,Red,Fall,4.0,Yes,Store Pickup,No,No,61,Bank Transfer,Fortnightly,31-45,14
556,23,Female,Blouse,Clothing,45.0,Nebraska,M,Red,Fall,4.2,No,Free Shipping,No,No,5,Debit Card,Quarterly,18-30,90
4664,49,Female,Blouse,Clothing,69.0,Tennessee,L,Maroon,Spring,4.5,No,Next Day Air,No,No,24,Debit Card,Monthly,46-60,30
4133,40,Male,Jeans,Clothing,62.0,Minnesota,L,Blue,Summer,4.3,No,Standard,No,No,11,Credit Card,Every 3 Months,31-45,90
2673,53,Male,Skirt,Clothing,37.0,Virginia,S,Indigo,Winter,3.9,No,Store Pickup,Yes,Yes,12,Credit Card,Quarterly,46-60,90
1707,19,Female,Jacket,Outerwear,120.0,Kansas,XL,Olive,Winter,4.5,No,2-Day Shipping,Yes,No,12,Credit Card,Monthly,18-30,30
3098,47,Female,Jewelry,Accessories,159.0,West Virginia,M,Charcoal,Fall,4.5,Yes,Free Shipping,No,No,48,Venmo,Weekly,46-60,7
1531,52,Female,Hat,Accessories,43.0,Washington,S,Yellow,Fall,4.2,No,Next Day Air,No,No,0,Venmo,Quarterly,46-60,90
1168,28,Male,Shirt,Clothing,33.0,Ohio,L,Charcoal,Fall,3.7,No,Free Shipping,No,No,7,Bank Transfer,Annually,18-30,365
1210,66,Female,Sneakers,Footwear,64.0,Ohio,M,Orange,Winter,3.8,No,Store Pickup,Yes,No,7,Credit Card,Every 3 Months,61+,90
4254,40,Male,Belt,Accessories,34.0,Nevada,XL,Pink,Winter,4.2,No,Free Shipping,Yes,Yes,4,Cash,Every 3 Months,31-45,90
4001,21,Male,Boots,Footwear,99.0,Mississippi,XL,Brown,Summer,3.8,Yes,Free Shipping,No,No,39,Credit Card,Monthly,18-30,30
2062,23,Male,Handbag,Accessories,76.0,North Dakota,S,Pink,Summer,4.2,No,Standard,No,No,8,Bank Transfer,Quarterly,18-30,90
2134,63,Male,T-shirt,Clothing,26.0,Hawaii,S,Cyan,Spring,4.1,No,Express,Yes,Yes,24,Cash,Quarterly,61+,90
3249,68,Male,Sneakers,Footwear,88.0,Alaska,L,Blue,Summer,4.2,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,61+,90
4639,69,Male,Shorts,Clothing,48.0,Georgia,M,Pink,Spring,4.2,No,Express,No,No,49,Venmo,Fortnightly,61+,14
4363,43,Female,Handbag,Accessories,114.0,Virginia,S,Orange,Fall,4.6,No,Standard,No,No,4,Cash,Quarterly,31-45,90
4735,55,Female,Dress,Clothing,73.0,Mississippi,XL,Gold,Summer,3.8,Yes,Free Shipping,Yes,Yes,28,Debit Card,Quarterly,46-60,90
506,52,Male,Backpack,Accessories,44.0,Kansas,M,Gold,Fall,4.3,Yes,Next Day Air,Yes,Yes,7,Credit Card,Quarterly,46-60,90
570,54,Female,Handbag,Accessories,160.0,Illinois,S,Gold,Spring,4.8,Yes,Standard,No,No,11,Debit Card,Monthly,46-60,30
1302,60,Female,Dress,Clothing,56.0,Nevada,M,Gray,Fall,4.1,Yes,Free Shipping,No,No,9,PayPal,Fortnightly,46-60,14
873,41,Female,Sunglasses,Accessories,44.0,Kansas,M,Maroon,Spring,4.2,No,Standard,No,No,10,Credit Card,Monthly,31-45,30
701,44,Male,Sweater,Clothing,93.0,New Hampshire,M,Yellow,Fall,3.6,Yes,Express,No,No,28,PayPal,Fortnightly,31-45,14
4562,52,Female,Handbag,Accessories,112.0,Connecticut,S,Olive,Summer,4.8,No,2-Day Shipping,No,No,6,Debit Card,Quarterly,46-60,90
4155,41,Female,Boots,Footwear,91.0,Virginia,S,Gold,Spring,4.2,No,Store Pickup,No,No,5,Debit Card,Every 3 Months,31-45,90
3724,57,Female,Shirt,Clothing,37.0,West Virginia,M,Green,Summer,4.3,No,Standard,No,No,7,PayPal,Quarterly,46-60,90
1621,32,Female,Boots,Footwear,118.0,North Dakota,M,Gold,Winter,4.3,Yes,2-Day Shipping,No,No,38,Cash,Bi-Weekly,31-45,14
2978,65,Female,Blouse,Clothing,58.0,Illinois,L,Pink,Winter,3.9,Yes,Express,No,No,29,Venmo,Weekly,61+,7
1471,65,Male,Hoodie,Clothing,72.0,Minnesota,M,Turquoise,Spring,3.8,No,Standard,No,No,3,Venmo,Quarterly,61+,90
1405,47,Female,Sunglasses,Accessories,60.0,Oklahoma,L,Brown,Summer,4.2,No,Express,No,No,13,Venmo,Monthly,46-60,30
4176,20,Male,Coat,Outerwear,80.0,Arizona,XL,Turquoise,Spring,4.4,No,2-Day Shipping,Yes,Yes,9,Venmo,Quarterly,18-30,90
2088,63,Female,Jewelry,Accessories,132.0,Kansas,L,White,Summer,5.0,No,Next Day Air,No,No,6,Credit Card,Annually,61+,365
1412,47,Male,Hoodie,Clothing,51.0,Maryland,M,Gold,Spring,4.1,No,Store Pickup,Yes,Yes,9,Cash,Monthly,46-60,30
3720,37,Female,T-shirt,Clothing,31.0,Delaware,M,Indigo,Winter,4.0,No,Express,No,No,8,Cash,Annually,31-45,365
1409,54,Female,Jewelry,Accessories,87.0,Alaska,M,Beige,Summer,4.6,No,2-Day Shipping,No,No,0,Credit Card,Annually,46-60,365
88,50,Male,Jeans,Clothing,66.0,Georgia,S,Peach,Summer,4.2,Yes,2-Day Shipping,No,No,18,Bank Transfer,Bi-Weekly,46-60,14
298,52,Male,Handbag,Accessories,111.0,New Jersey,S,Beige,Spring,4.2,No,Next Day Air,No,No,14,Credit Card,Monthly,46-60,30
4437,20,Female,Jewelry,Accessories,60.0,South Carolina,M,Olive,Spring,4.9,Yes,Standard,Yes,Yes,2,Bank Transfer,Annually,18-30,365
341,67,Female,Sunglasses,Accessories,77.0,Texas,S,Olive,Summer,4.3,No,Express,No,No,42,Debit Card,Monthly,61+,30
1836,23,Female,Shoes,Footwear,82.0,Alabama,S,Red,Fall,3.6,Yes,Standard,No,No,62,Credit Card,Every 3 Months,18-30,90
1358,20,Male,Sunglasses,Accessories,36.0,Vermont,M,Violet,Spring,4.5,Yes,Standard,Yes,Yes,10,PayPal,Quarterly,18-30,90
2904,60,Male,Backpack,Accessories,86.0,Rhode Island,L,Red,Fall,4.4,No,Next Day Air,No,No,8,Venmo,Quarterly,46-60,90
2601,57,Female,Belt,Accessories,41.0,New Jersey,L,Gray,Fall,3.9,Yes,Free Shipping,Yes,No,13,Bank Transfer,Bi-Weekly,46-60,14
1083,44,Male,Belt,Accessories,75.0,Nevada,S,Maroon,Summer,4.0,Yes,2-Day Shipping,Yes,Yes,32,Cash,Bi-Weekly,31-45,14
1998,26,Male,Blouse,Clothing,35.0,Mississippi,S,Magenta,Spring,3.7,No,Free Shipping,Yes,Yes,1,PayPal,Quarterly,18-30,90
4163,38,Female,Boots,Footwear,83.0,North Dakota,L,Gold,Fall,3.9,No,Standard,Yes,Yes,7,Debit Card,Monthly,31-45,30
895,49,Male,Shirt,Clothing,31.0,Minnesota,M,Yellow,Fall,4.0,No,Next Day Air,Yes,Yes,5,PayPal,Quarterly,46-60,90
2074,59,Male,Blouse,Clothing,82.0,Minnesota,M,Silver,Winter,4.1,No,Free Shipping,Yes,No,9,Bank Transfer,Quarterly,46-60,90
284,58,Female,Shirt,Clothing,47.0,Maine,XL,Charcoal,Winter,4.0,No,Standard,Yes,Yes,75,Debit Card,Monthly,46-60,30
3260,44,Male,Belt,Accessories,62.0,Oklahoma,M,Brown,Fall,3.5,No,Free Shipping,No,No,43,Credit Card,Monthly,31-45,30
4234,47,Female,Blouse,Clothing,44.0,New York,S,Violet,Fall,4.0,Yes,Store Pickup,Yes,Yes,30,PayPal,Weekly,46-60,7
3036,60,Female,Dress,Clothing,47.0,Virginia,L,Beige,Summer,4.2,No,Free Shipping,No,No,5,PayPal,Monthly,46-60,30
1009,48,Female,Jacket,Outerwear,132.0,New York,XL,Blue,Summer,4.3,Yes,Store Pickup,No,No,71,PayPal,Bi-Weekly,46-60,14
3132,40,Male,Belt,Accessories,62.0,Texas,M,Magenta,Winter,4.0,No,Express,No,No,19,PayPal,Bi-Weekly,31-45,14
1803,67,Male,Shoes,Footwear,83.0,Iowa,XL,Blue,Summer,3.3,Yes,Standard,Yes,Yes,46,Cash,Monthly,61+,30
3722,21,Male,Coat,Outerwear,85.0,Minnesota,XL,Black,Spring,4.4,Yes,Express,No,No,11,PayPal,Annually,18-30,365
2777,25,Male,Dress,Clothing,62.0,Wyoming,XL,Cyan,Spring,3.8,No,Free Shipping,No,No,1,Debit Card,Quarterly,18-30,90
3290,40,Female,Belt,Accessories,45.0,Colorado,L,Red,Fall,3.7,No,2-Day Shipping,Yes,No,3,Cash,Every 3 Months,31-45,90
4318,43,Female,Handbag,Accessories,102.0,Ohio,M,Gray,Spring,4.2,Yes,Free Shipping,Yes,Yes,39,Credit Card,Fortnightly,31-45,14
3256,44,Female,Handbag,Accessories,123.0,Virginia,S,Violet,Spring,4.1,No,Standard,No,No,0,Cash,Quarterly,31-45,90
2388,51,Female,Backpack,Accessories,64.0,Kansas,S,Beige,Summer,4.2,No,Free Shipping,No,No,11,Bank Transfer,Quarterly,46-60,90
1826,65,Female,Belt,Accessories,56.0,Wisconsin,L,Teal,Spring,3.9,Yes,Express,Yes,Yes,22,Venmo,Monthly,61+,30
2545,62,Male,Jeans,Clothing,77.0,California,M,Charcoal,Spring,3.4,Yes,2-Day Shipping,No,No,56,Credit Card,Bi-Weekly,61+,14
880,57,Male,Socks,Clothing,53.0,Florida,M,Green,Winter,3.1,Yes,Store Pickup,No,No,3,Cash,Quarterly,46-60,90
4403,55,Male,Sunglasses,Accessories,63.0,New York,S,Magenta,Spring,4.8,No,Store Pickup,Yes,Yes,15,Venmo,Bi-Weekly,46-60,14
3155,41,Male,Gloves,Accessories,44.0,Louisiana,L,Peach,Spring,3.8,Yes,2-Day Shipping,No,No,60,PayPal,Bi-Weekly,31-45,14
1611,33,Female,Handbag,Accessories,64.0,Iowa,M,Beige,Fall,4.2,No,Store Pickup,Yes,Yes,5,Venmo,Monthly,31-45,30
1769,66,Male,Jeans,Clothing,46.0,Utah,L,Orange,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,42,Debit Card,Every 3 Months,61+,90
3872,46,Male,Boots,Footwear,105.0,Florida,M,Charcoal,Fall,4.6,Yes,Store Pickup,No,No,22,Debit Card,Monthly,46-60,30
296,45,Male,Scarf,Accessories,25.0,Mississippi,S,Gold,Fall,4.2,No,2-Day Shipping,Yes,Yes,9,Cash,Monthly,31-45,30
1338,68,Male,Backpack,Accessories,62.0,Virginia,M,Pink,Spring,4.1,Yes,2-Day Shipping,No,No,63,Credit Card,Fortnightly,61+,14
2036,24,Female,Backpack,Accessories,67.0,Louisiana,XL,Turquoise,Winter,3.8,Yes,Standard,Yes,Yes,58,Venmo,Weekly,18-30,7
1847,41,Male,Sweater,Clothing,89.0,North Carolina,XL,Purple,Summer,4.7,Yes,Free Shipping,Yes,No,13,Cash,Bi-Weekly,31-45,14
1586,28,Male,Scarf,Accessories,36.0,Kansas,S,Beige,Summer,4.3,Yes,Standard,No,No,71,Cash,Monthly,18-30,30
3314,53,Female,Belt,Accessories,55.0,Oregon,M,Gray,Spring,4.1,No,Standard,No,No,8,Venmo,Monthly,46-60,30
1980,63,Female,Handbag,Accessories,96.0,Idaho,S,Gray,Winter,4.6,No,Free Shipping,No,No,12,Credit Card,Monthly,61+,30
660,62,Female,Backpack,Accessories,62.0,Arkansas,S,Teal,Spring,4.0,Yes,Free Shipping,No,No,63,Venmo,Weekly,61+,7
849,23,Female,Dress,Clothing,64.0,Florida,M,Brown,Spring,4.6,Yes,Free Shipping,No,No,44,Debit Card,Fortnightly,18-30,14
3894,70,Female,Dress,Clothing,51.0,Louisiana,L,Pink,Summer,4.2,No,Free Shipping,No,No,10,PayPal,Annually,61+,365
3135,44,Male,Handbag,Accessories,165.0,Alabama,M,Gold,Winter,4.6,Yes,Express,Yes,No,34,Debit Card,Weekly,31-45,7
448,23,Female,Jeans,Clothing,66.0,Indiana,L,Purple,Summer,4.0,Yes,Standard,No,No,63,Debit Card,Monthly,18-30,30
1777,39,Male,Handbag,Accessories,129.0,Oregon,L,Peach,Spring,5.0,No,Store Pickup,No,No,3,Venmo,Every 3 Months,31-45,90
4089,59,Male,T-shirt,Clothing,48.0,Hawaii,L,Orange,Summer,4.5,Yes,Next Day Air,No,No,56,Bank Transfer,Monthly,46-60,30
720,55,Female,Jeans,Clothing,88.0,Montana,XL,Green,Winter,4.0,Yes,2-Day Shipping,No,No,80,PayPal,Bi-Weekly,46-60,14
4425,39,Female,Coat,Outerwear,128.0,Missouri,M,Purple,Fall,4.9,No,Express,Yes,Yes,6,Venmo,Fortnightly,31-45,14
739,43,Female,Hat,Accessories,35.0,Wisconsin,S,Pink,Spring,3.9,No,Standard,No,No,6,Cash,Quarterly,31-45,90
4114,48,Male,Hoodie,Clothing,45.0,Minnesota,M,Violet,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,6,Cash,Quarterly,46-60,90
3079,59,Male,Shorts,Clothing,31.0,Iowa,S,Maroon,Fall,4.3,No,Next Day Air,Yes,No,4,Venmo,Quarterly,46-60,90
1377,39,Female,Backpack,Accessories,70.0,Wisconsin,M,Brown,Winter,4.1,No,Standard,No,No,19,Bank Transfer,Bi-Weekly,31-45,14
535,66,Male,Sunglasses,Accessories,71.0,Delaware,S,Orange,Fall,4.0,No,Store Pickup,No,No,12,Credit Card,Bi-Weekly,61+,14
2362,38,Male,Backpack,Accessories,77.0,Missouri,S,Orange,Winter,3.9,Yes,Standard,Yes,Yes,18,Bank Transfer,Bi-Weekly,31-45,14
4027,32,Male,Shirt,Clothing,57.0,South Dakota,M,Cyan,Summer,3.8,No,Express,No,No,13,Debit Card,Quarterly,31-45,90
751,20,Male,T-shirt,Clothing,30.0,North Dakota,M,Green,Spring,3.9,No,Free Shipping,No,No,8,Debit Card,Weekly,18-30,7
1340,61,Male,Pants,Clothing,58.0,Virginia,XL,Gray,Summer,4.2,No,Store Pickup,No,No,13,Cash,Every 3 Months,61+,90
2289,22,Male,T-shirt,Clothing,33.0,Mississippi,M,Silver,Spring,3.6,Yes,Store Pickup,Yes,Yes,44,PayPal,Monthly,18-30,30
3099,40,Female,Belt,Accessories,35.0,Nevada,S,Green,Summer,3.9,No,Store Pickup,No,No,7,Cash,Annually,31-45,365
1379,25,Female,Blouse,Clothing,64.0,Delaware,L,Green,Summer,4.3,Yes,Store Pickup,Yes,Yes,46,Credit Card,Monthly,18-30,30
3475,41,Male,Shoes,Footwear,110.0,Virginia,M,White,Summer,3.6,Yes,Express,No,No,21,Credit Card,Monthly,31-45,30
4244,37,Female,Coat,Outerwear,168.0,Arizona,S,Yellow,Fall,3.9,No,Store Pickup,No,No,10,Credit Card,Monthly,31-45,30
1073,25,Female,T-shirt,Clothing,38.0,Georgia,XL,Magenta,Summer,3.8,Yes,Free Shipping,No,No,4,Cash,Monthly,18-30,30
2694,67,Male,Sweater,Clothing,84.0,Missouri,L,Olive,Fall,4.2,No,Express,Yes,Yes,8,Bank Transfer,Quarterly,61+,90
2685,37,Male,Coat,Outerwear,130.0,Hawaii,XL,Purple,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,68,Venmo,Bi-Weekly,31-45,14
2056,70,Female,Boots,Footwear,101.0,Delaware,XL,Gray,Fall,4.0,No,Store Pickup,No,No,7,Cash,Annually,61+,365
1336,33,Male,Belt,Accessories,40.0,South Carolina,M,Indigo,Winter,3.9,No,2-Day Shipping,Yes,Yes,7,Credit Card,Quarterly,31-45,90
533,39,Male,Boots,Footwear,125.0,Alaska,M,Yellow,Summer,4.5,No,Standard,No,No,4,Venmo,Quarterly,31-45,90
653,24,Female,Scarf,Accessories,59.0,Colorado,S,Lavender,Winter,4.5,Yes,Next Day Air,No,No,25,Debit Card,Bi-Weekly,18-30,14
1956,32,Female,Hoodie,Clothing,51.0,North Dakota,L,Gray,Spring,3.9,No,Next Day Air,Yes,Yes,8,Credit Card,Quarterly,31-45,90
2637,20,Male,Shoes,Footwear,83.0,South Dakota,S,Silver,Winter,3.6,No,Free Shipping,No,No,21,PayPal,Quarterly,18-30,90
3720,37,Female,Boots,Footwear,112.0,Delaware,M,White,Winter,4.6,No,Standard,No,No,6,Credit Card,Annually,31-45,365
4354,49,Male,Boots,Footwear,78.0,Kentucky,L,Lavender,Summer,4.2,Yes,2-Day Shipping,No,No,8,Debit Card,Monthly,46-60,30
4642,20,Female,Boots,Footwear,50.0,Wisconsin,M,Olive,Winter,4.5,Yes,Next Day Air,Yes,Yes,7,PayPal,Monthly,18-30,30
1163,70,Male,Hat,Accessories,26.0,Alabama,S,Purple,Fall,3.6,Yes,Standard,No,No,23,Debit Card,Monthly,61+,30
2799,52,Male,Hat,Accessories,33.0,Kansas,M,Red,Winter,3.9,No,Standard,Yes,Yes,12,Debit Card,Monthly,46-60,30
3984,42,Female,Shoes,Footwear,122.0,Iowa,XL,Magenta,Summer,4.5,Yes,Next Day Air,Yes,Yes,22,Debit Card,Monthly,31-45,30
2987,61,Male,Dress,Clothing,74.0,New Mexico,S,Teal,Winter,3.8,Yes,Express,Yes,Yes,41,PayPal,Weekly,61+,7
3604,28,Female,Handbag,Accessories,129.0,Nebraska,S,Black,Fall,4.9,No,Next Day Air,No,No,43,Cash,Fortnightly,18-30,14
3929,32,Female,Sneakers,Footwear,72.0,Utah,XL,Pink,Summer,4.2,No,Store Pickup,No,No,52,Debit Card,Bi-Weekly,31-45,14
703,65,Male,Jewelry,Accessories,123.0,Maryland,S,Olive,Winter,4.6,No,2-Day Shipping,Yes,No,9,Venmo,Quarterly,61+,90
3844,45,Male,Jewelry,Accessories,113.0,Florida,L,Teal,Spring,4.5,No,Free Shipping,No,No,28,Credit Card,Every 3 Months,31-45,90
916,63,Female,Blouse,Clothing,60.0,Hawaii,S,Pink,Summer,4.3,No,Next Day Air,No,No,33,Credit Card,Weekly,61+,7
1652,35,Male,Sandals,Footwear,63.0,Iowa,XL,Purple,Fall,4.3,Yes,Next Day Air,Yes,Yes,17,Credit Card,Weekly,31-45,7
870,32,Female,Shirt,Clothing,56.0,Minnesota,S,Yellow,Fall,4.0,Yes,Next Day Air,No,No,45,Debit Card,Every 3 Months,31-45,90
3460,45,Male,Jewelry,Accessories,137.0,Virginia,S,Cyan,Spring,4.5,Yes,Next Day Air,Yes,Yes,31,Venmo,Monthly,31-45,30
